user_id,watch_time,session_duration,visit_frequency,completion_rate,number_of_sessions,action_preference,family_preference,comedy_preference,drama_preference,primary_device,subscription_tier,weekend_watch_ratio,skip_intro_rate
USR_01755,988.9,46.6,7,0.635,21,0.093,0.753,0.154,0.0,SmartTV,Premium,0.668,0.401
USR_03113,401.4,26.7,3,0.202,15,0.218,0.155,0.594,0.033,SmartTV,Standard,0.214,0.056
USR_02814,160.5,19.6,6,0.5,8,0.237,0.086,0.589,0.088,Tablet,Basic,0.353,0.233
USR_02699,325.3,22.9,7,0.339,14,0.281,0.109,0.61,0.0,Mobile,Basic,0.585,0.323
USR_03208,429.5,28.7,5,0.563,14,0.215,0.22,0.565,0.0,Web,Basic,0.355,0.394
USR_04351,1349.2,41.3,17,0.84,32,0.336,0.248,0.243,0.173,Mobile,Free,0.364,0.647
USR_03432,341.4,17.8,1,0.559,19,0.073,0.171,0.36,0.396,Mobile,Free,0.3,0.486
USR_01507,708.0,40.1,8,0.736,17,0.0,0.718,0.105,0.177,Mobile,Standard,0.615,0.436
USR_01924,1138.9,53.5,11,0.59,21,0.0,0.67,0.201,0.129,SmartTV,Premium,0.522,0.279
USR_00449,2725.3,56.3,26,0.911,48,0.782,0.048,0.096,0.074,Mobile,Premium,0.166,0.867
USR_04129,1787.7,44.3,23,0.74,40,0.315,0.236,0.241,0.208,SmartTV,Basic,0.385,0.809
USR_02529,347.2,20.0,6,0.259,17,0.08,0.12,0.47,0.33,Mobile,Free,0.339,0.46
USR_04970,2456.0,101.9,12,0.989,24,0.164,0.068,0.111,0.657,SmartTV,Standard,0.509,1.0
USR_02790,337.1,15.4,1,0.668,21,0.143,0.176,0.68,0.001,Mobile,Free,0.376,0.285
USR_00362,2764.9,44.7,22,0.804,61,0.619,0.045,0.094,0.242,Console,Basic,0.388,0.755
USR_02184,762.1,23.2,5,0.86,32,0.092,0.741,0.123,0.044,SmartTV,Premium,0.675,0.368
USR_01135,2435.0,73.5,23,0.718,33,0.804,0.002,0.052,0.142,Web,Premium,0.355,0.797
USR_03881,1843.3,35.7,22,0.711,51,0.3,0.245,0.327,0.128,Mobile,Standard,0.336,0.703
USR_02156,534.0,37.2,12,0.497,14,0.017,0.674,0.126,0.183,SmartTV,Premium,0.591,0.281
USR_01831,816.5,63.8,8,0.718,12,0.124,0.638,0.238,0.0,SmartTV,Premium,0.635,0.66
USR_01054,2620.1,68.1,25,0.905,38,0.785,0.086,0.116,0.013,SmartTV,Standard,0.505,0.922
USR_00023,2078.1,63.2,19,0.893,32,0.765,0.033,0.202,0.0,Web,Standard,0.471,0.688
USR_02067,1061.4,47.3,6,0.725,22,0.064,0.783,0.152,0.001,Mobile,Standard,0.588,0.363
USR_01654,596.8,46.5,3,0.748,12,0.141,0.682,0.132,0.045,Web,Standard,0.664,0.442
USR_02588,420.6,10.7,9,0.347,35,0.333,0.092,0.576,-0.001,Tablet,Premium,0.1,0.124
USR_03211,291.1,8.9,4,0.213,32,0.313,0.083,0.604,0.0,Tablet,Basic,0.291,0.121
USR_04303,1711.4,49.8,12,0.676,34,0.405,0.263,0.196,0.136,Mobile,Standard,0.42,0.531
USR_04037,1588.8,41.3,18,0.667,38,0.168,0.234,0.292,0.306,Tablet,Standard,0.31,0.779
USR_02326,472.5,20.9,4,0.609,22,0.271,0.125,0.507,0.097,Mobile,Free,0.467,0.209
USR_00461,1419.8,48.6,19,0.909,29,0.55,0.162,0.127,0.161,SmartTV,Basic,0.432,0.945
USR_01068,2764.0,77.4,20,0.837,35,0.789,0.082,0.129,0.0,SmartTV,Premium,0.571,0.851
USR_00088,2420.9,62.7,30,0.862,38,0.763,0.067,0.171,-0.001,Tablet,Premium,0.412,0.872
USR_01431,1404.6,50.7,7,0.621,27,0.033,0.657,0.119,0.191,SmartTV,Basic,0.631,0.341
USR_02648,304.6,10.6,7,0.469,28,0.261,0.099,0.64,0.0,Mobile,Free,0.382,0.385
USR_00283,1655.3,43.5,21,0.886,38,0.671,0.155,0.174,0.0,Mobile,Basic,0.468,0.856
USR_00463,2485.9,54.6,22,0.849,45,0.868,0.099,0.033,0.0,Mobile,Standard,0.439,0.801
USR_00213,1560.1,67.1,19,0.927,23,0.603,0.096,0.039,0.262,SmartTV,Free,0.478,0.851
USR_02500,500.7,13.5,10,0.45,35,0.379,0.131,0.49,0.0,Mobile,Basic,0.516,0.345
USR_01369,783.1,20.0,9,0.789,39,0.102,0.656,0.072,0.17,SmartTV,Standard,0.729,0.437
USR_00235,2624.9,60.7,22,0.925,43,0.823,0.01,0.143,0.024,SmartTV,Premium,0.491,0.789
USR_02771,333.9,23.5,4,0.376,14,0.197,0.081,0.674,0.048,Mobile,Free,0.458,0.316
USR_00598,2412.9,40.1,24,0.946,60,0.788,0.143,0.069,0.0,Mobile,Premium,0.497,0.842
USR_04421,2445.5,65.0,16,0.952,37,0.307,0.041,0.242,0.41,SmartTV,Standard,0.468,0.899
USR_02251,460.5,19.8,3,0.547,23,0.185,0.147,0.502,0.166,Web,Standard,0.395,0.268
USR_04032,1883.7,45.4,19,0.694,41,0.274,0.176,0.206,0.344,Web,Basic,0.357,0.491
USR_02284,526.2,12.6,5,0.582,35,0.208,0.088,0.34,0.364,Tablet,Basic,0.532,0.385
USR_00663,2753.3,33.7,24,0.866,81,0.757,0.082,0.162,-0.001,Mobile,Premium,0.528,0.958
USR_04964,3348.8,78.9,13,0.937,42,0.236,0.135,0.291,0.338,SmartTV,Premium,0.681,0.897
USR_02286,536.6,21.3,7,0.366,25,0.174,0.167,0.457,0.202,Mobile,Standard,0.348,0.507
USR_04717,2788.9,81.0,19,0.939,34,0.284,0.111,0.249,0.356,SmartTV,Premium,0.599,0.924
USR_03194,379.1,15.2,8,0.435,24,0.322,0.142,0.4,0.136,Mobile,Free,0.281,0.337
USR_02504,256.0,15.7,5,0.498,16,0.278,0.091,0.632,-0.001,Mobile,Basic,0.328,0.424
USR_04044,1648.3,39.4,20,0.893,41,0.247,0.216,0.2,0.337,Web,Basic,0.414,0.631
USR_00780,2602.2,49.8,30,0.865,52,0.846,0.06,0.008,0.086,Tablet,Premium,0.256,0.804
USR_04020,1864.8,54.0,14,0.655,34,0.404,0.277,0.209,0.11,Mobile,Standard,0.478,0.594
USR_03427,529.5,17.6,4,0.473,30,0.081,0.089,0.516,0.314,Mobile,Basic,0.376,0.279
USR_04307,1449.3,44.0,22,0.843,32,0.284,0.195,0.19,0.331,SmartTV,Standard,0.576,0.615
USR_03197,202.9,12.8,8,0.557,15,0.21,0.009,0.39,0.391,Mobile,Basic,0.222,0.106
USR_04836,3004.8,100.8,14,0.972,29,0.159,0.006,0.269,0.566,Tablet,Standard,0.506,0.969
USR_00686,2116.9,32.0,16,0.9,66,0.714,0.102,0.148,0.036,Console,Standard,0.478,0.996
USR_03170,623.8,20.5,7,0.669,30,0.244,0.118,0.541,0.097,Web,Free,0.541,0.664
USR_03927,2104.9,48.7,9,0.633,43,0.406,0.276,0.219,0.099,Console,Basic,0.266,0.5
USR_03435,223.5,13.0,6,0.59,17,0.144,0.052,0.454,0.35,Mobile,Free,0.39,0.484
USR_02172,965.8,31.6,7,0.53,30,0.066,0.692,0.0,0.242,SmartTV,Premium,0.733,0.398
USR_03690,1940.8,34.5,16,0.728,56,0.331,0.218,0.252,0.199,SmartTV,Premium,0.365,0.682
USR_01851,681.4,56.3,6,0.497,12,0.155,0.691,0.077,0.077,Tablet,Standard,0.639,0.324
USR_00488,2444.0,59.7,23,0.785,40,0.784,0.079,0.136,0.001,Web,Basic,0.365,0.797
USR_01689,921.6,33.8,8,0.719,27,0.115,0.778,0.108,-0.001,SmartTV,Standard,0.73,0.479
USR_02231,900.7,46.5,6,0.657,19,0.037,0.871,0.092,0.0,Console,Premium,0.643,0.333
USR_03265,412.3,13.3,6,0.412,30,0.247,0.209,0.544,0.0,Mobile,Basic,0.594,0.368
USR_02321,808.1,26.0,4,0.289,31,0.213,0.131,0.637,0.019,Mobile,Premium,0.21,0.343
USR_00783,2254.6,58.2,19,0.983,38,0.763,0.057,0.0,0.18,Web,Standard,0.404,0.917
USR_00522,2106.7,63.4,24,0.89,33,0.656,0.041,0.142,0.161,SmartTV,Free,0.336,0.647
USR_00523,2297.8,53.3,22,0.924,43,0.784,0.066,0.15,0.0,SmartTV,Standard,0.298,0.89
USR_02838,364.2,16.4,1,0.282,22,0.188,0.0,0.59,0.222,Mobile,Standard,0.185,0.403
USR_04540,3543.7,111.7,14,0.98,31,0.329,0.111,0.189,0.371,Web,Standard,0.546,0.947
USR_02399,487.0,19.4,6,0.476,25,0.258,0.249,0.493,0.0,Mobile,Basic,0.33,0.114
USR_02208,617.5,52.3,7,0.734,11,0.011,0.85,0.129,0.01,Tablet,Basic,0.756,0.535
USR_03478,317.1,24.6,7,0.252,12,0.199,0.0,0.619,0.182,Mobile,Free,0.596,0.0
USR_03553,1734.3,63.9,18,0.771,27,0.274,0.222,0.249,0.255,Web,Basic,0.361,0.671
USR_04088,1611.8,47.5,12,0.822,33,0.264,0.232,0.138,0.366,Console,Standard,0.42,0.525
USR_02823,324.7,27.7,8,0.528,11,0.212,0.151,0.421,0.216,SmartTV,Basic,0.43,0.269
USR_01512,988.0,42.5,10,0.623,23,0.115,0.818,0.067,0.0,Tablet,Premium,0.709,0.75
USR_01883,1129.7,29.3,11,0.76,38,0.074,0.517,0.197,0.212,SmartTV,Premium,0.621,0.462
USR_00652,2033.3,47.4,21,0.941,42,0.883,0.009,0.108,0.0,Console,Premium,0.363,0.807
USR_04931,1981.2,96.0,18,1.0,20,0.193,0.103,0.066,0.638,Tablet,Premium,0.373,0.908
USR_03090,527.3,16.1,6,0.549,32,0.342,0.129,0.491,0.038,Mobile,Basic,0.177,0.316
USR_00370,2662.2,50.3,26,0.964,52,0.811,0.074,0.114,0.001,SmartTV,Premium,0.376,0.84
USR_04998,3213.0,113.1,22,0.953,28,0.271,0.162,0.111,0.456,SmartTV,Standard,0.626,0.959
USR_00119,2038.3,74.7,28,0.847,27,0.801,0.121,0.078,0.0,SmartTV,Standard,0.404,0.803
USR_03321,487.5,22.5,4,0.481,21,0.126,0.095,0.524,0.255,Tablet,Basic,0.242,0.333
USR_03035,423.5,26.0,12,0.724,16,0.126,0.049,0.473,0.352,Mobile,Free,0.365,0.538
USR_02217,1132.9,40.6,5,0.541,27,0.082,0.578,0.146,0.194,SmartTV,Standard,0.802,0.378
USR_03543,1455.6,52.5,18,0.759,27,0.21,0.262,0.252,0.276,Console,Premium,0.442,0.639
USR_01614,916.8,43.5,9,0.689,21,0.1,0.718,0.044,0.138,SmartTV,Standard,0.683,0.428
USR_03152,268.7,38.0,8,0.433,7,0.274,0.084,0.549,0.093,Mobile,Free,0.465,0.296
USR_00963,1936.0,48.8,29,0.935,39,0.838,0.074,0.067,0.021,Tablet,Premium,0.404,0.844
USR_02511,218.7,18.5,6,0.304,11,0.125,0.091,0.527,0.257,Mobile,Premium,0.295,0.142
USR_03832,1723.7,45.7,16,0.772,37,0.347,0.265,0.281,0.107,Web,Free,0.425,0.58
USR_02824,266.7,31.9,7,0.61,8,0.311,0.122,0.471,0.096,Web,Free,0.141,0.169
USR_04344,1751.8,33.5,19,0.806,52,0.302,0.252,0.286,0.16,Mobile,Standard,0.364,0.598
USR_03033,359.2,7.9,6,0.533,35,0.378,0.05,0.572,0.0,SmartTV,Basic,0.265,0.131
USR_02416,298.4,17.2,2,0.217,17,0.217,0.063,0.622,0.098,Mobile,Basic,0.316,0.346
USR_04655,2604.4,65.9,20,0.976,39,0.2,0.041,0.125,0.634,SmartTV,Premium,0.478,0.978
USR_04237,2120.8,41.7,15,0.814,50,0.3,0.264,0.244,0.192,Tablet,Basic,0.282,0.919
USR_02186,1325.7,26.4,10,0.694,40,0.057,0.796,0.126,0.021,Tablet,Basic,0.752,0.301
USR_03670,1796.0,62.0,19,0.818,28,0.363,0.245,0.207,0.185,Web,Standard,0.252,0.695
USR_02038,748.3,51.3,9,0.791,14,0.048,0.604,0.138,0.21,Mobile,Basic,0.647,0.514
USR_04363,1685.0,42.2,23,0.749,39,0.251,0.216,0.258,0.275,SmartTV,Standard,0.15,0.709
USR_00773,2816.8,50.4,22,0.818,55,0.819,0.03,0.093,0.058,Mobile,Standard,0.49,0.913
USR_01285,962.7,50.4,3,0.639,19,0.046,0.654,0.176,0.124,SmartTV,Standard,0.594,0.347
USR_04604,2114.2,95.7,20,0.988,22,0.218,0.075,0.195,0.512,Tablet,Premium,0.639,0.868
USR_04795,3953.4,85.5,12,0.933,46,0.212,0.121,0.15,0.517,Tablet,Standard,0.646,0.844
USR_01415,762.9,30.1,7,0.869,25,0.084,0.687,0.185,0.044,SmartTV,Premium,0.664,0.644
USR_01235,2474.9,69.8,30,0.931,35,0.848,0.031,0.121,0.0,SmartTV,Premium,0.527,0.778
USR_02700,377.8,12.7,4,0.501,29,0.209,0.063,0.579,0.149,SmartTV,Basic,0.431,0.25
USR_00436,2752.8,67.3,25,0.852,40,0.683,0.035,0.11,0.172,Console,Standard,0.464,0.676
USR_01675,855.8,27.4,5,0.742,31,0.029,0.783,0.188,0.0,Tablet,Premium,0.813,0.435
USR_00366,2622.1,70.6,17,0.858,37,0.766,0.004,0.13,0.1,SmartTV,Standard,0.362,0.834
USR_02650,447.6,22.0,3,0.632,20,0.33,0.069,0.468,0.133,Mobile,Free,0.501,0.569
USR_00232,2631.4,68.5,20,0.914,38,0.688,0.059,0.091,0.162,Console,Standard,0.438,0.82
USR_04268,1564.4,54.8,24,0.768,28,0.392,0.185,0.261,0.162,Mobile,Standard,0.305,0.719
USR_04042,1927.2,51.5,18,0.723,37,0.231,0.198,0.31,0.261,Tablet,Basic,0.325,0.429
USR_04400,1049.7,41.5,20,0.696,25,0.282,0.206,0.273,0.239,Tablet,Standard,0.391,0.449
USR_00408,2483.6,61.1,20,0.791,40,0.761,0.108,0.024,0.107,SmartTV,Standard,0.336,0.86
USR_02091,1308.6,32.1,9,0.704,40,0.057,0.723,0.219,0.001,SmartTV,Premium,0.65,0.391
USR_00087,2324.8,56.8,26,0.831,40,0.813,0.044,0.101,0.042,Tablet,Standard,0.522,0.865
USR_00845,3193.3,48.9,15,0.93,65,0.885,0.072,0.043,0.0,SmartTV,Basic,0.41,0.761
USR_01032,2509.2,44.9,18,0.959,55,0.818,0.062,0.121,-0.001,Web,Basic,0.418,0.892
USR_02856,531.7,20.1,5,0.273,26,0.302,0.155,0.543,0.0,Web,Premium,0.1,0.294
USR_04110,1677.9,38.7,17,0.731,43,0.318,0.174,0.225,0.283,SmartTV,Standard,0.432,0.521
USR_04397,1293.5,38.1,20,0.653,33,0.42,0.147,0.296,0.137,Tablet,Standard,0.356,0.553
USR_03894,1340.3,38.3,14,0.821,35,0.289,0.234,0.209,0.268,Mobile,Standard,0.306,0.631
USR_02659,426.6,13.5,5,0.29,31,0.229,0.132,0.27,0.369,Mobile,Standard,0.322,0.124
USR_00856,2292.2,54.6,23,0.882,41,0.825,0.083,0.091,0.001,SmartTV,Standard,0.437,0.874
USR_00079,2315.9,49.7,27,0.892,46,0.873,0.001,0.113,0.013,Console,Premium,0.491,0.857
USR_02248,1053.9,42.9,11,0.562,24,0.074,0.715,0.211,0.0,SmartTV,Standard,0.758,0.551
USR_04571,2968.7,78.0,8,0.937,38,0.289,0.053,0.277,0.381,SmartTV,Premium,0.671,0.897
USR_03657,1598.4,50.8,18,0.814,31,0.324,0.2,0.158,0.318,Mobile,Standard,0.249,0.429
USR_04152,2104.0,41.1,15,0.786,51,0.388,0.279,0.216,0.117,Web,Standard,0.41,0.833
USR_03379,237.4,29.5,6,0.385,8,0.265,0.087,0.278,0.37,Web,Free,0.419,0.501
USR_02280,346.4,15.5,1,0.161,22,0.239,0.159,0.527,0.075,Tablet,Basic,0.341,0.179
USR_02599,404.2,23.3,11,0.466,17,0.359,0.119,0.522,0.0,Mobile,Basic,0.389,0.483
USR_04160,2100.0,55.6,21,0.789,37,0.364,0.237,0.249,0.15,Mobile,Premium,0.465,0.707
USR_03871,1897.1,45.9,19,0.621,41,0.186,0.259,0.195,0.36,Web,Premium,0.275,0.401
USR_03429,158.6,20.1,3,0.562,7,0.206,0.074,0.652,0.068,Mobile,Free,0.245,0.434
USR_02177,1101.4,45.8,5,0.602,24,0.099,0.793,0.108,0.0,Tablet,Standard,0.734,0.61
USR_00425,2545.4,70.4,27,0.913,36,0.845,0.079,0.076,0.0,Console,Free,0.481,0.738
USR_00393,2881.7,70.3,21,0.857,41,0.775,0.074,0.145,0.006,Web,Premium,0.42,0.9
USR_04727,3087.0,89.5,17,1.0,34,0.257,0.077,0.237,0.429,Tablet,Basic,0.703,0.954
USR_03694,1924.2,34.9,12,0.755,55,0.259,0.173,0.315,0.253,Mobile,Premium,0.318,0.667
USR_00105,2283.4,52.6,21,0.878,43,0.81,0.059,0.131,0.0,SmartTV,Basic,0.414,0.856
USR_03995,1283.3,53.3,19,0.651,24,0.322,0.312,0.215,0.151,Web,Free,0.32,0.654
USR_04413,3763.7,74.3,15,0.909,50,0.237,0.022,0.151,0.59,SmartTV,Standard,0.658,0.845
USR_01949,1123.8,48.2,4,0.623,23,0.124,0.677,0.007,0.192,SmartTV,Basic,0.677,0.289
USR_01460,1141.8,36.7,11,0.588,31,0.064,0.689,0.119,0.128,SmartTV,Premium,0.752,0.382
USR_03258,564.4,13.6,4,0.398,35,0.226,0.118,0.52,0.136,Web,Basic,0.155,0.65
USR_02804,391.2,14.7,3,0.547,26,0.344,0.129,0.526,0.001,Mobile,Standard,0.361,0.366
USR_02707,448.5,17.7,13,0.435,25,0.19,0.126,0.632,0.052,Mobile,Free,0.344,0.403
USR_04790,3151.3,80.6,12,0.958,39,0.223,0.077,0.233,0.467,SmartTV,Premium,0.43,0.929
USR_01588,1233.7,61.4,5,0.8,20,0.097,0.772,0.125,0.006,SmartTV,Basic,0.617,0.595
USR_03660,1635.2,50.0,22,0.643,32,0.311,0.166,0.185,0.338,SmartTV,Free,0.452,0.728
USR_01732,909.7,41.8,6,0.49,21,0.122,0.487,0.14,0.251,SmartTV,Standard,0.66,0.689
USR_04765,2774.0,79.4,18,0.949,34,0.215,0.057,0.194,0.534,Web,Premium,0.532,0.954
USR_04225,1746.1,37.1,16,0.863,47,0.335,0.187,0.317,0.161,Console,Premium,0.468,0.709
USR_03682,1830.6,60.4,18,0.812,30,0.234,0.153,0.246,0.367,SmartTV,Premium,0.266,0.566
USR_01792,1490.9,66.4,7,0.685,22,0.066,0.693,0.162,0.079,SmartTV,Basic,0.735,0.343
USR_02356,385.1,15.4,5,0.353,25,0.099,0.098,0.622,0.181,Mobile,Basic,0.501,0.666
USR_01941,844.9,62.0,10,0.648,13,0.067,0.649,0.145,0.139,SmartTV,Basic,0.7,0.517
USR_00703,2491.1,36.3,22,0.795,68,0.822,0.023,0.077,0.078,Mobile,Standard,0.444,0.788
USR_02443,327.2,14.1,8,0.517,23,0.206,0.094,0.648,0.052,Console,Basic,0.307,0.412
USR_04376,1496.8,47.3,18,0.716,31,0.3,0.1,0.343,0.257,Mobile,Standard,0.383,0.672
USR_00497,3213.4,61.1,17,0.865,52,0.808,0.143,0.03,0.019,SmartTV,Standard,0.516,0.864
USR_00465,2052.7,74.3,22,0.918,27,0.706,0.011,0.072,0.211,SmartTV,Standard,0.41,0.765
USR_04072,1715.8,41.0,22,0.731,41,0.282,0.165,0.188,0.365,SmartTV,Premium,0.488,0.857
USR_04334,1423.0,48.0,14,0.789,29,0.311,0.235,0.359,0.095,Mobile,Standard,0.465,0.766
USR_00173,2256.4,45.4,26,0.881,49,0.886,0.054,0.06,0.0,Console,Premium,0.299,0.706
USR_04944,3764.3,107.4,17,0.922,35,0.228,0.007,0.162,0.603,SmartTV,Standard,0.646,0.852
USR_04797,2803.1,53.1,15,0.974,52,0.258,0.136,0.257,0.349,Tablet,Standard,0.576,0.8
USR_02541,516.3,18.0,6,0.413,28,0.13,0.029,0.562,0.279,Tablet,Free,0.373,0.441
USR_03263,514.4,8.4,8,0.541,35,0.067,0.147,0.56,0.226,Tablet,Basic,0.434,0.355
USR_04681,3264.3,82.8,13,0.97,39,0.209,0.137,0.317,0.337,SmartTV,Basic,0.689,0.987
USR_02261,178.1,30.1,7,0.414,5,0.207,0.054,0.43,0.309,Mobile,Free,0.579,0.152
USR_02113,558.5,52.4,6,0.525,10,0.059,0.63,0.195,0.116,Tablet,Premium,0.731,0.282
USR_00901,2218.3,64.9,12,0.819,34,0.844,0.049,0.107,0.0,SmartTV,Standard,0.312,0.998
USR_01447,993.8,51.4,8,0.575,19,0.114,0.792,0.065,0.029,SmartTV,Premium,0.533,0.42
USR_03574,2243.4,46.6,19,0.596,48,0.217,0.209,0.256,0.318,Web,Free,0.389,0.683
USR_00742,2924.5,54.3,21,0.891,53,0.677,0.052,0.137,0.134,SmartTV,Premium,0.471,0.828
USR_02294,504.1,11.5,1,0.43,35,0.122,0.068,0.623,0.187,Tablet,Premium,0.373,0.215
USR_02453,583.7,14.4,4,0.292,35,0.228,0.077,0.629,0.066,SmartTV,Free,0.386,0.214
USR_02623,243.9,22.7,1,0.622,10,0.161,0.221,0.618,0.0,SmartTV,Free,0.337,0.192
USR_04079,1519.8,45.5,17,0.45,33,0.17,0.208,0.293,0.329,Web,Premium,0.319,0.738
USR_01207,1609.0,61.8,16,1.0,26,0.744,0.053,0.062,0.141,Tablet,Standard,0.37,1.0
USR_00510,3115.0,41.8,21,0.906,74,0.839,0.161,0.0,0.0,SmartTV,Standard,0.469,0.805
USR_02621,504.3,23.3,8,0.401,21,0.187,0.082,0.441,0.29,Web,Standard,0.348,0.269
USR_02803,260.2,12.2,10,0.506,21,0.299,0.167,0.505,0.029,Mobile,Basic,0.267,0.24
USR_03314,516.3,18.7,7,0.585,27,0.312,0.116,0.46,0.112,Tablet,Basic,0.323,0.221
USR_01550,1202.3,34.6,6,0.6,34,0.0,0.734,0.196,0.07,SmartTV,Basic,0.782,0.316
USR_04564,2587.1,70.9,16,0.933,36,0.279,0.041,0.121,0.559,SmartTV,Standard,0.612,0.918
USR_02203,1432.2,55.1,9,0.72,25,0.013,0.833,0.154,0.0,SmartTV,Standard,0.752,0.208
USR_02567,572.4,24.0,1,0.336,23,0.255,0.151,0.519,0.075,Mobile,Basic,0.352,0.159
USR_03893,1529.6,27.4,16,0.705,55,0.315,0.219,0.304,0.162,Tablet,Free,0.425,0.589
USR_02045,1077.5,81.5,8,0.846,13,0.098,0.71,0.149,0.043,SmartTV,Free,0.558,0.457
USR_00768,2923.2,26.2,19,0.851,90,0.66,0.015,0.001,0.324,Tablet,Premium,0.417,0.916
USR_04873,3139.1,70.6,16,0.927,44,0.183,0.162,0.166,0.489,SmartTV,Premium,0.433,0.914
USR_03739,2068.9,32.4,15,0.686,63,0.25,0.279,0.234,0.237,SmartTV,Premium,0.373,0.561
USR_00422,2713.1,50.9,24,0.799,53,0.787,0.081,0.132,0.0,Mobile,Basic,0.265,0.789
USR_00124,2628.6,59.7,31,0.88,44,0.844,0.062,0.094,0.0,Console,Premium,0.494,0.827
USR_04163,1589.2,47.4,21,0.755,33,0.394,0.2,0.312,0.094,Mobile,Premium,0.503,0.427
USR_02629,444.6,15.1,2,0.359,29,0.242,0.146,0.38,0.232,Tablet,Basic,0.237,0.409
USR_00820,2300.7,58.0,17,0.815,39,0.825,0.082,0.093,0.0,Web,Standard,0.482,0.756
USR_01404,1070.5,54.3,11,0.801,19,0.038,0.783,0.1,0.079,SmartTV,Basic,0.73,0.477
USR_01383,545.6,54.3,11,0.888,10,0.097,0.771,0.012,0.12,Tablet,Standard,0.89,0.351
USR_02149,616.5,55.9,8,0.716,11,0.109,0.752,0.139,0.0,SmartTV,Premium,0.919,0.266
USR_01576,865.2,27.8,6,0.838,31,0.083,0.749,0.157,0.011,SmartTV,Premium,0.791,0.347
USR_01639,1156.0,52.2,6,0.598,22,0.063,0.59,0.243,0.104,Web,Standard,0.829,0.474
USR_01796,991.9,66.0,10,0.706,15,0.058,0.681,0.087,0.174,Console,Free,0.68,0.504
USR_04816,2892.7,86.3,12,0.999,33,0.196,0.035,0.127,0.642,SmartTV,Premium,0.581,0.969
USR_00400,2118.2,60.9,10,0.829,34,0.679,0.05,0.073,0.198,Console,Free,0.484,0.701
USR_02311,291.9,27.0,10,0.504,10,0.32,0.12,0.56,0.0,Tablet,Basic,0.497,0.299
USR_00883,2271.8,43.0,20,0.814,52,0.74,0.044,0.105,0.111,Web,Standard,0.291,0.734
USR_04974,3817.8,79.9,23,0.996,47,0.252,0.088,0.272,0.388,SmartTV,Standard,0.475,0.818
USR_02898,643.3,28.2,9,0.686,22,0.266,0.15,0.42,0.164,Mobile,Basic,0.28,0.002
USR_01353,855.5,20.0,9,0.709,40,0.07,0.848,0.057,0.025,Console,Standard,0.62,0.318
USR_02743,426.6,7.1,2,0.574,35,0.135,0.195,0.372,0.298,Mobile,Basic,0.429,0.253
USR_04551,2906.9,87.5,24,0.966,33,0.329,0.124,0.207,0.34,SmartTV,Premium,0.716,0.811
USR_02131,604.0,36.8,7,0.719,16,0.085,0.753,0.162,0.0,SmartTV,Basic,0.737,0.444
USR_00983,2051.6,52.3,23,0.846,39,0.774,0.081,0.145,0.0,Console,Basic,0.483,0.836
USR_00457,2281.8,35.8,19,0.919,63,0.834,0.04,0.127,-0.001,SmartTV,Premium,0.267,0.903
USR_04120,2160.6,43.9,26,0.819,49,0.284,0.212,0.22,0.284,SmartTV,Standard,0.293,0.855
USR_01080,1325.2,45.0,19,0.887,29,0.708,0.058,0.089,0.145,SmartTV,Premium,0.407,0.793
USR_01951,427.0,67.2,11,0.735,6,0.026,0.596,0.114,0.264,Mobile,Standard,0.743,0.42
USR_04315,1582.7,47.8,14,0.636,33,0.291,0.12,0.166,0.423,SmartTV,Premium,0.562,0.836
USR_00690,2871.3,25.0,19,0.842,90,0.692,0.065,0.079,0.164,Web,Standard,0.354,0.765
USR_02430,456.5,10.9,10,0.523,35,0.302,0.17,0.528,0.0,Mobile,Free,0.213,0.577
USR_00642,2769.9,64.9,21,0.952,42,0.781,0.062,0.087,0.07,SmartTV,Premium,0.475,0.816
USR_02393,520.2,14.3,5,0.517,35,0.344,0.145,0.511,0.0,Tablet,Basic,0.288,0.148
USR_01954,982.3,43.9,12,0.549,22,0.037,0.7,0.165,0.098,SmartTV,Basic,0.485,0.321
USR_02749,456.7,14.9,2,0.412,30,0.277,0.231,0.492,0.0,Mobile,Free,0.265,0.185
USR_04314,1543.7,58.8,16,0.803,26,0.219,0.247,0.258,0.276,SmartTV,Premium,0.402,0.671
USR_03436,407.0,19.1,8,0.638,21,0.125,0.128,0.407,0.34,SmartTV,Free,0.242,0.153
USR_03337,389.0,25.5,4,0.554,15,0.209,0.142,0.648,0.001,Mobile,Free,0.13,0.434
USR_04767,2815.3,64.8,10,1.0,43,0.282,0.154,0.13,0.434,SmartTV,Standard,0.675,0.896
USR_03371,640.1,29.8,3,0.426,21,0.229,0.161,0.61,0.0,Mobile,Standard,0.216,0.31
USR_01885,876.3,34.2,7,0.55,25,0.069,0.686,0.184,0.061,Tablet,Premium,0.459,0.332
USR_00390,2432.5,71.2,25,0.876,34,0.788,0.047,0.165,0.0,Console,Standard,0.404,0.869
USR_02495,450.2,15.7,3,0.438,28,0.317,0.147,0.43,0.106,Tablet,Free,0.448,0.25
USR_03879,1456.7,31.8,14,0.632,45,0.238,0.3,0.285,0.177,Tablet,Standard,0.515,0.536
USR_03857,1939.6,22.9,10,0.696,65,0.15,0.256,0.249,0.345,SmartTV,Standard,0.526,0.63
USR_00846,2689.3,42.9,22,0.858,62,0.796,0.061,0.051,0.092,Console,Premium,0.47,0.846
